timestamp_utc,HY_Res_Level,HY_Head,HY_Flow,HY_Pressure,HY_Speed_Pct,HY_Freq_Hz,HY_Power_MW,HY_Gate_Pos,HY_Gate_Cmd,HY_Breaker_Sts,HY_Breaker_Cmd,HY_Spill_Sts,HY_Spill_Cmd,HY_State_Idle,HY_State_Startup,HY_State_Running,HY_State_Shutdown,HY_State_Tripped,HY_Permissives_Ready,HY_Trip_Overspeed,HY_Trip_Overpressure,HY_Trip_LowHead,HY_Trip_Manual,HY_Alarm_GateMismatch,HY_Alarm_BreakerMismatch,HY_Alarm_LowLevel,HY_Power_Setpoint_MW
2025-06-15T10:10:23.5Z,24.94,100.41,62.39,977.20,99.92,60.00,53.26,62.29,62.29,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:24Z,25.10,99.54,63.39,981.64,99.87,59.99,54.19,63.29,63.29,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:24.5Z,24.96,100.17,64.23,984.56,99.98,60.00,54.97,64.16,64.16,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:25Z,25.09,100.30,64.74,979.53,99.81,60.01,55.60,64.92,64.92,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:25.5Z,25.06,99.64,65.42,978.30,100.02,60.02,56.15,65.58,65.58,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:26Z,25.03,100.50,66.28,981.75,100.14,60.01,56.58,66.15,66.15,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:26.5Z,24.94,99.68,66.75,976.41,100.13,59.99,57.08,66.66,66.66,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:27Z,25.10,100.27,67.01,985.99,99.90,59.99,57.50,67.09,67.09,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:27.5Z,25.03,100.33,67.31,977.60,99.89,59.99,57.85,67.47,67.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:28Z,24.98,100.02,67.66,980.54,99.96,59.99,58.03,67.81,67.81,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:28.5Z,25.07,100.47,68.25,982.14,100.00,60.01,58.26,68.10,68.10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:29Z,25.01,100.21,68.56,984.42,100.05,59.99,58.52,68.35,68.35,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:29.5Z,24.95,100.37,68.35,979.57,99.93,60.02,58.71,68.57,68.57,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:30Z,25.02,99.67,68.96,983.52,100.17,59.98,58.79,68.76,68.76,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:30.5Z,24.98,99.51,69.11,984.31,100.12,60.02,58.94,68.93,68.93,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:31Z,25.08,99.96,69.12,981.74,100.03,59.99,59.18,69.07,69.07,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:31.5Z,25.00,99.99,69.21,976.08,99.98,60.01,59.34,69.20,69.20,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:32Z,24.99,100.29,69.14,980.29,100.20,59.99,59.31,69.31,69.31,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:32.5Z,25.07,100.10,69.36,981.48,100.00,60.01,59.35,69.41,69.41,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:33Z,24.93,99.54,69.31,978.38,100.15,60.00,59.52,69.49,69.49,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:33.5Z,24.96,99.63,69.55,982.11,100.11,60.01,59.55,69.56,69.56,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:34Z,25.00,100.18,69.50,983.37,99.86,59.98,59.55,69.63,69.63,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:34.5Z,25.00,100.32,69.56,981.46,99.83,59.99,59.65,69.68,69.68,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:35Z,25.03,100.29,69.51,980.99,99.93,59.99,59.78,69.73,69.73,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:35.5Z,24.98,100.39,69.49,978.21,100.16,60.02,59.77,69.77,69.77,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:36Z,24.93,100.17,69.63,978.20,100.11,60.02,59.71,69.81,69.81,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:36.5Z,24.93,100.07,70.14,982.13,99.91,59.98,59.84,69.84,69.84,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:37Z,25.07,100.39,69.63,976.74,100.03,60.00,59.79,69.87,69.87,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:37.5Z,25.08,99.91,70.02,982.42,100.01,59.99,59.86,69.89,69.89,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:38Z,24.97,100.05,69.71,978.15,100.01,60.01,59.95,69.92,69.92,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:38.5Z,25.05,99.94,70.19,982.56,99.90,60.02,59.95,69.93,69.93,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:39Z,24.90,100.37,70.19,981.09,100.07,60.00,59.83,69.95,69.95,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:39.5Z,24.91,99.93,70.18,985.58,100.11,60.00,59.82,69.96,69.96,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.00
2025-06-15T10:10:40Z,24.90,100.04,68.75,976.96,99.86,60.00,58.58,68.48,68.48,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:40.5Z,24.92,99.92,67.18,977.73,99.93,60.01,57.47,67.18,67.18,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:41Z,25.05,99.90,66.14,983.11,99.91,60.00,56.55,66.05,66.05,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:41.5Z,24.92,99.87,65.05,982.83,100.07,60.00,55.76,65.06,65.06,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:42Z,25.08,99.94,64.48,978.33,100.03,59.99,54.89,64.21,64.21,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:42.5Z,24.90,100.10,63.26,980.06,99.95,60.01,54.42,63.46,63.46,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:43Z,24.96,100.28,62.81,976.18,99.93,60.01,53.85,62.81,62.81,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:43.5Z,25.08,99.54,62.46,984.35,99.84,59.98,53.31,62.24,62.24,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:44Z,25.09,99.97,61.52,978.17,99.94,59.99,52.80,61.74,61.74,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:44.5Z,24.93,99.60,61.34,983.38,100.08,60.01,52.55,61.31,61.31,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:45Z,25.07,99.91,60.79,976.30,99.80,59.98,52.13,60.94,60.94,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:45.5Z,24.97,99.99,60.53,977.71,100.19,60.00,51.97,60.61,60.61,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:46Z,25.00,99.86,60.18,978.33,99.81,59.99,51.68,60.32,60.32,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:46.5Z,24.94,100.16,60.07,983.78,100.16,60.00,51.48,60.07,60.07,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:47Z,24.95,99.89,59.70,977.69,99.96,59.99,51.20,59.86,59.86,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:47.5Z,25.05,99.97,59.91,980.64,99.87,60.01,51.17,59.67,59.67,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:48Z,25.09,99.76,59.39,981.64,100.08,59.98,50.86,59.50,59.50,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:48.5Z,25.08,99.67,59.60,984.04,100.05,59.99,50.81,59.36,59.36,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:49Z,24.96,99.74,59.30,983.31,99.82,60.01,50.74,59.23,59.23,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:49.5Z,24.97,99.64,59.02,979.16,99.95,60.01,50.53,59.12,59.12,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:50Z,25.07,100.12,58.91,976.31,99.93,60.01,50.51,59.03,59.03,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:50.5Z,24.95,100.21,58.77,978.60,100.16,60.00,50.47,58.95,58.95,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:51Z,24.96,99.75,58.68,976.11,100.05,60.02,50.37,58.87,58.87,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:51.5Z,24.92,100.05,58.81,976.21,100.11,60.01,50.46,58.81,58.81,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:52Z,25.05,99.90,59.01,982.34,99.94,59.99,50.26,58.76,58.76,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:52.5Z,24.97,100.33,58.53,980.47,99.91,60.01,50.21,58.71,58.71,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:53Z,24.94,100.10,58.96,978.71,100.17,60.02,50.32,58.67,58.67,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:53.5Z,24.94,99.54,58.55,983.49,100.11,59.99,50.14,58.63,58.63,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:54Z,24.93,100.23,58.63,981.52,99.86,60.00,50.25,58.60,58.60,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:54.5Z,24.95,99.72,58.79,983.52,99.96,60.00,50.21,58.57,58.57,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:55Z,25.04,100.37,58.66,976.92,100.12,60.01,50.19,58.55,58.55,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:55.5Z,25.08,100.32,58.44,982.10,99.81,60.00,50.04,58.53,58.53,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:56Z,25.04,100.15,58.22,976.81,99.91,60.01,50.19,58.51,58.51,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:56.5Z,25.00,100.32,58.46,985.13,99.90,60.01,50.11,58.49,58.49,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:57Z,24.90,100.14,58.77,982.49,100.20,59.99,50.00,58.48,58.48,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:57.5Z,25.01,99.85,58.40,978.45,100.09,60.00,50.14,58.47,58.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:58Z,24.91,99.66,58.27,984.78,100.11,60.02,50.09,58.45,58.45,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:58.5Z,24.97,99.81,58.34,979.52,99.90,59.99,50.00,58.45,58.45,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:59Z,25.08,100.40,58.33,982.66,99.98,59.98,50.03,58.44,58.44,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
2025-06-15T10:10:59.5Z,25.04,100.25,58.49,976.83,100.04,60.01,50.04,58.43,58.43,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50.00
