timestamp_utc,RW_Tank_Level,RW_Pump_Speed,RW_Pump_Flow,RW_Pump_Sts,RW_Pump_Fault,RW_Pump_Start,RW_Pump_Stop,RW_Tank_PR_Valve,RW_Tank_PR_Valve_Sts,RW_Tank_P_Valve,RW_Tank_P_Valve_Sts,ChemTreat_NaCl_Level,ChemTreat_NaOCl_Level,ChemTreat_HCl_Level,UF_UFFT_Tank_Level,SYS_IDLE,SYS_RUNNING,Alarm_RW_Tank_HH
2025-01-28T10:10:21.5Z,1508.20,84.48,92.93,1,0,0,0,1,1,1,1,693.22,664.72,836.48,942.96,0,1,1
2025-01-28T10:10:22Z,1530.12,86.65,95.31,1,0,0,0,1,1,1,1,694.47,666.47,837.65,955.30,0,1,1
2025-01-28T10:10:22.5Z,1542.58,85.03,93.54,1,0,0,0,1,1,1,1,690.05,662.55,835.03,960.07,0,1,1
2025-01-28T10:10:23Z,1558.75,84.90,93.39,1,0,0,0,1,1,1,1,687.85,660.85,833.90,967.80,0,1,1
2025-01-28T10:10:23.5Z,1578.39,86.16,94.77,1,0,0,0,1,1,1,1,687.74,661.24,834.16,978.31,0,1,1
2025-01-28T10:10:24Z,1593.10,85.44,93.98,1,0,0,0,1,1,1,1,684.66,658.66,832.44,984.88,0,1,1
2025-01-28T10:10:24.5Z,1608.76,85.10,93.61,1,0,0,0,1,1,1,1,682.15,656.65,831.10,992.20,0,1,1
2025-01-28T10:10:25Z,1623.16,84.27,92.69,1,0,0,0,1,1,1,1,678.90,653.90,829.27,998.53,0,1,1
2025-01-28T10:10:25.5Z,1644.77,86.31,94.94,1,0,0,0,1,1,1,1,679.96,655.46,830.31,1010.61,0,1,1
2025-01-28T10:10:26Z,1658.68,85.27,93.80,1,0,0,0,1,1,1,1,676.41,652.41,828.27,1016.54,0,1,1
2025-01-28T10:10:26.5Z,1677.91,86.36,95.00,1,0,0,0,1,1,1,1,676.05,652.55,828.36,1026.73,0,1,1
2025-01-28T10:10:27Z,1693.31,85.92,94.51,1,0,0,0,1,1,1,1,673.38,650.38,826.92,1033.84,0,1,1
2025-01-28T10:10:27.5Z,1710.43,86.17,94.79,1,0,0,0,1,1,1,1,671.76,649.26,826.17,1042.34,0,1,1
2025-01-28T10:10:28Z,1723.16,84.66,93.13,1,0,0,0,1,1,1,1,667.50,645.50,823.66,1047.33,0,1,1
2025-01-28T10:10:28.5Z,1738.03,84.01,92.41,1,0,0,0,1,1,1,1,664.52,643.02,822.01,1054.02,0,1,1
2025-01-28T10:10:29Z,1757.34,85.14,93.65,1,0,0,0,1,1,1,1,664.20,643.20,822.14,1064.27,0,1,1
2025-01-28T10:10:29.5Z,1777.27,86.51,95.16,1,0,0,0,1,1,1,1,664.26,643.76,822.51,1075.02,0,1,1
