timestamp_utc,RW_Tank_Level,RW_Pump_Speed,RW_Pump_Flow,RW_Pump_Sts,RW_Pump_Fault,RW_Pump_Start,RW_Pump_Stop,RW_Tank_PR_Valve,RW_Tank_PR_Valve_Sts,RW_Tank_P_Valve,RW_Tank_P_Valve_Sts,ChemTreat_NaCl_Level,ChemTreat_NaOCl_Level,ChemTreat_HCl_Level,UF_UFFT_Tank_Level,SYS_IDLE,SYS_RUNNING,Alarm_RW_Tank_HH
2025-01-28T10:00:19.5Z,601.27,0.00,0.00,0,0,0,0,0,0,0,0,800.76,750.76,900.51,401.02,1,0,0
2025-01-28T10:00:20Z,602.43,0.00,0.00,0,0,0,0,0,0,0,0,801.46,751.46,900.97,401.95,1,0,0
2025-01-28T10:00:20.5Z,602.56,0.00,0.00,0,0,0,0,0,0,0,0,801.54,751.54,901.02,402.05,1,0,0
2025-01-28T10:00:21Z,597.55,0.00,0.00,0,0,0,0,0,0,0,0,798.53,748.53,899.02,398.04,1,0,0
2025-01-28T10:00:21.5Z,595.57,0.00,0.00,0,0,0,0,0,0,0,0,797.34,747.34,898.23,396.45,1,0,0
2025-01-28T10:00:22Z,602.04,0.00,0.00,0,0,0,0,0,0,0,0,801.23,751.23,900.82,401.64,1,0,0
2025-01-28T10:00:22.5Z,600.72,0.00,0.00,0,0,0,0,0,0,0,0,800.43,750.43,900.29,400.57,1,0,0
2025-01-28T10:00:23Z,603.35,0.00,0.00,0,0,0,0,0,0,0,0,802.01,752.01,901.34,402.68,1,0,0
2025-01-28T10:00:23.5Z,600.44,0.00,0.00,0,0,0,0,0,0,0,0,800.26,750.26,900.17,400.35,1,0,0
2025-01-28T10:00:24Z,600.57,0.00,0.00,0,0,0,0,0,0,0,0,800.34,750.34,900.23,400.45,1,0,0
2025-01-28T10:00:24.5Z,602.89,0.00,0.00,0,0,0,0,0,0,0,0,801.73,751.73,901.16,402.31,1,0,0
2025-01-28T10:00:25Z,596.87,0.00,0.00,0,0,0,0,0,0,0,0,798.12,748.12,898.75,397.50,1,0,0
2025-01-28T10:00:25.5Z,596.77,0.00,0.00,0,0,0,0,0,0,0,0,798.06,748.06,898.71,397.41,1,0,0
2025-01-28T10:00:26Z,604.38,0.00,0.00,0,0,0,0,0,0,0,0,802.63,752.63,901.75,403.51,1,0,0
2025-01-28T10:00:26.5Z,602.93,0.00,0.00,0,0,0,0,0,0,0,0,801.76,751.76,901.17,402.35,1,0,0
2025-01-28T10:00:27Z,600.33,0.00,0.00,0,0,0,0,0,0,0,0,800.20,750.20,900.13,400.26,1,0,0
2025-01-28T10:00:27.5Z,597.34,0.00,0.00,0,0,0,0,0,0,0,0,798.40,748.40,898.94,397.87,1,0,0
2025-01-28T10:00:28Z,599.53,0.00,0.00,0,0,0,0,0,0,0,0,799.72,749.72,899.81,399.63,1,0,0
2025-01-28T10:00:28.5Z,597.85,0.00,0.00,0,0,0,0,0,0,0,0,798.71,748.71,899.14,398.28,1,0,0
2025-01-28T10:00:29Z,595.39,0.00,0.00,0,0,0,0,0,0,0,0,797.23,747.23,898.16,396.31,1,0,0
2025-01-28T10:00:29.5Z,597.59,0.00,0.00,0,0,0,0,0,0,0,0,798.55,748.55,899.04,398.07,1,0,0
